Id,name,season,price,product_category,size,quantity,quantities_sold,collection_family,sex,color,discount
M-00093,Box Logo Print Shirt,SS25,95.99,Shirt,XL,382,122,Box Logo,Men,Old Rose,0
WP-00094,Iconic Heritage Pants,SS25,112.99,Pants,XL,102,61,Iconic,Women,Caviar,0
S-00213,Tribe Half-Zip T-Shirt,FS24,47.99,T-Shirt,XXL,11,219,Tribe,Men,Beige Sand,30
WScarfGeographic-0003,Geographic Scarf,SS25,113.99,Accessories,One Size,102,113,Geographic,Women,Bright White,0
N-00080,Iconic Logo Shorts,FS24,58.99,Shorts,XL,66,144,Iconic,Men,Burgundy,15
M-00094,Tribe Quilted Shirt,FS24,146.99,Shirt,XS,72,442,Tribe,Men,Old Rose,15
W\00056,Box Logo Stretch Shoes,SS25,162.99,Shoes,36,159,148,Box Logo,Women,Navy,0
L-00150,Rainforest Half-Zip Sweatshirt,SS25,151.99,Sweatshirt,S,464,25,Rainforest,Men,Olive,0
WL-00131,Geographic Print Sweatshirt,FS24,153.99,Sweatshirt,XL,81,468,Geographic,Women,White Whisper,15
S-00214,Patch T-Shirt,SS25,43.99,T-Shirt,S,124,16,Patch,Men,Bright White,0
M-00095,Box Logo Shirt,SS25,88.99,Shirt,S,177,134,Box Logo,Men,Petit Four,0
L-00151,Rainforest Quilted Sweatshirt,FS24,141.99,Sweatshirt,S,170,396,Rainforest,Men,Stone Grey,20
PS-00085,Box Logo Graphic Polo,SS25,81.99,Polo,XS,137,144,Box Logo,Men,White Whisper,0
P-00118,Patch Half-Zip Pants,FS24,115.99,Pants,S,59,76,Patch,Men,Blue Marine,10
S-00215,Patch Logo T-Shirt,SS25,53.99,T-Shirt,XS,429,100,Patch,Men,Pale Mint,0
\00071,Cresta Stripe Shoes,SS25,162.99,Shoes,40,473,48,Cresta,Men,Olive,0
P-00119,Iconic Pants,FS24,108.99,Pants,S,97,155,Iconic,Men,Bright White,10
\00072,Box Logo Shoes,FS24,95.99,Shoes,41,53,78,Box Logo,Men,Snow White,30
WM-00085,Geographic Heritage Shirt,SS25,88.99,Shirt,XL,105,74,Geographic,Women,White Whisper,0
P-00120,Rainforest Pants,SS25,116.99,Pants,XL,226,114,Rainforest,Men,Forest Green,0
WM-00086,Box Logo Print Shirt,SS25,122.99,Shirt,L,128,18,Box Logo,Women,Pale Mint,0
WN-00050,Iconic Stripe Shorts,SS25,92.99,Shorts,XL,508,69,Iconic,Women,Navy,0
WM-00087,Patch Stripe Shirt,SS25,120.99,Shirt,XL,161,10,Patch,Women,Bright White,0
WV-00037,Wave Logo Swimwear,FS24,44.99,Swimwear,XS,156,237,Wave,Women,Free Blue,30
P-00121,Box Logo Pants,SS25,104.99,Pants,L,275,47,Box Logo,Men,Blue Marine,0
BackpackPatch-0002,Patch Backpack,FS24,35.99,Accessories,One Size,23,44,Patch,Men,Caviar,30
S-00216,Geographic T-Shirt,SS25,93.99,T-Shirt,L,419,53,Geographic,Men,Black Beauty,0
P-00122,Rainforest Heritage Pants,SS25,96.99,Pants,S,93,34,Rainforest,Men,Khaki,0
W\00057,Trail Print Shoes,SS25,125.99,Shoes,42,116,33,Trail,Women,Bright White,0
PS-00086,Box Logo Polo,FS24,71.99,Polo,XS,28,383,Box Logo,Men,Forest Green,10
M-00096,Rainforest Stretch Shirt,FS24,92.99,Shirt,M,100,393,Rainforest,Men,Free Blue,40
WN-00051,Morgex Heritage Shorts,SS25,65.99,Shorts,S,130,18,Morgex,Women,Snow White,0
V-00047,Sun-Lover Swimwear,SS25,47.99,Swimwear,XL,503,63,Sun-Lover,Men,Blue Marine,0
S-00217,Circular Stripe T-Shirt,SS25,62.99,T-Shirt,XS,183,139,Circular,Men,Petit Four,0
WS-00173,Box Logo Quilted T-Shirt,SS25,40.99,T-Shirt,XL,301,114,Box Logo,Women,Petit Four,0
WS-00174,Iconic Logo T-Shirt,SS25,39.99,T-Shirt,L,520,40,Iconic,Women,Old Rose,0
WL-00132,Rainforest Stretch Sweatshirt,FS24,130.99,Sweatshirt,XS,29,554,Rainforest,Women,Forest Green,10
WL-00133,Circular Sweatshirt,SS25,119.99,Sweatshirt,XXL,38,19,Circular,Women,Grey Melange,0
S-00218,Patch Heritage T-Shirt,FS24,50.99,T-Shirt,XL,25,45,Patch,Men,Yellow Sunshine,25
WL-00134,Tribe Stripe Sweatshirt,FS24,126.99,Sweatshirt,L,118,325,Tribe,Women,Olive,15
WS-00175,Iconic Heritage T-Shirt,SS25,78.99,T-Shirt,S,55,4,Iconic,Women,Stone Grey,0
WBeltCircular-0002,Circular Belt,FS24,99.99,Accessories,One Size,9,56,Circular,Women,Blue Marine,50
WN-00052,Rainforest Shorts,FS24,51.99,Shorts,M,63,245,Rainforest,Women,Pale Mint,15
L-00152,Iconic Quilted Sweatshirt,FS24,125.99,Sweatshirt,M,34,73,Iconic,Men,Bright Red,25
WS-00176,Box Logo Heritage T-Shirt,FS24,86.99,T-Shirt,XL,54,390,Box Logo,Women,Bright Red,25
L-00153,Tribe Half-Zip Sweatshirt,SS25,153.99,Sweatshirt,S,297,192,Tribe,Men,Burgundy,0
WV-00038,Box Logo Swimwear,SS25,68.99,Swimwear,L,162,30,Box Logo,Women,Navy,0
WPS-00080,Rainforest Stripe Polo,FS24,84.99,Polo,S,82,145,Rainforest,Women,Bright Red,15
P-00123,Morgex Pants,SS25,146.99,Pants,XL,64,44,Morgex,Men,Bright Red,0
W\00058,Box Logo Heritage Shoes,SS25,116.99,Shoes,36,64,28,Box Logo,Women,Pale Mint,0
V-00048,Sun-Lover Swimwear,SS25,47.99,Swimwear,L,43,25,Sun-Lover,Men,Blue Marine,0
WP-00095,Iconic Half-Zip Pants,FS24,154.99,Pants,XL,44,512,Iconic,Women,Forest Green,25
WN-00053,Geographic Print Shorts,SS25,50.99,Shorts,L,354,201,Geographic,Women,Blue Marine,0
GlovesBoxLogo-0003,Box Logo Gloves,FS24,57.99,Accessories,S,26,476,Box Logo,Men,Green Lichen,40
\00073,Trail Shoes,FS24,145.99,Shoes,42,223,369,Trail,Men,Bright Red,50
WV-00039,Sun-Lover Swimwear,FS24,49.99,Swimwear,XXL,68,165,Sun-Lover,Women,Snow White,20
S-00219,Iconic Heritage T-Shirt,SS25,66.99,T-Shirt,S,175,141,Iconic,Men,Burgundy,0
WL-00135,Geographic Quilted Sweatshirt,FS24,155.99,Sweatshirt,XXL,31,60,Geographic,Women,Yellow Sunshine,25
WL-00136,Iconic Sweatshirt,SS25,148.99,Sweatshirt,XL,297,106,Iconic,Women,Khaki,0
L-00154,Tribe Print Sweatshirt,FS24,164.99,Sweatshirt,XXL,83,186,Tribe,Men,Grey Melange,20
WM-00088,Rainforest Half-Zip Shirt,FS24,89.99,Shirt,XXL,73,398,Rainforest,Women,Bright Red,15
PS-00087,Circular Half-Zip Polo,SS25,80.99,Polo,XXL,449,30,Circular,Men,Petit Four,0
WL-00137,Iconic Stretch Sweatshirt,SS25,165.99,Sweatshirt,S,109,35,Iconic,Women,Yellow Sunshine,0
S-00220,Tribe T-Shirt,FS24,42.99,T-Shirt,XL,24,530,Tribe,Men,Burgundy,15
BackpackMorgex-0002,Morgex Backpack,FS24,83.99,Accessories,One Size,7,75,Morgex,Men,Petit Four,25
WS-00177,Rainforest T-Shirt,FS24,61.99,T-Shirt,XS,43,61,Rainforest,Women,Bright White,25
S-00221,Iconic Half-Zip T-Shirt,SS25,76.99,T-Shirt,M,93,114,Iconic,Men,Bright Red,0
\00074,Cresta Stripe Shoes,SS25,181.99,Shoes,43,31,9,Cresta,Men,Forest Green,0
WWaistBagMorgex-0001,Morgex Waist Bag,SS25,70.99,Accessories,One Size,31,31,Morgex,Women,Old Rose,0
M-00097,Morgex Half-Zip Shirt,SS25,99.99,Shirt,M,102,37,Morgex,Men,Orange Tangerine,0
P-00124,Morgex Stripe Pants,SS25,142.99,Pants,XL,74,30,Morgex,Men,Khaki,0
N-00081,Iconic Half-Zip Shorts,SS25,65.99,Shorts,XXL,392,199,Iconic,Men,Stone Grey,0
WL-00138,Box Logo Graphic Sweatshirt,FS24,106.99,Sweatshirt,S,32,89,Box Logo,Women,Caviar,30
M-00098,Iconic Graphic Shirt,FS24,132.99,Shirt,L,163,436,Iconic,Men,Forest Green,25
P-00125,Tribe Graphic Pants,FS24,145.99,Pants,XL,162,396,Tribe,Men,Bright Red,25
PS-00088,Iconic Polo,FS24,106.99,Polo,M,61,92,Iconic,Men,Old Rose,25
S-00222,Geographic Stripe T-Shirt,FS24,78.99,T-Shirt,S,26,59,Geographic,Men,White Whisper,50
WS-00178,Box Logo Stripe T-Shirt,FS24,49.99,T-Shirt,M,69,99,Box Logo,Women,Forest Green,15
WL-00139,Box Logo Graphic Sweatshirt,FS24,167.99,Sweatshirt,XS,58,121,Box Logo,Women,Caviar,10
WToteBagBoxLogo-0003,Box Logo Tote Bag,FS24,106.99,Accessories,One Size,130,355,Box Logo,Women,Navy,50
WM-00089,Circular Stretch Shirt,SS25,123.99,Shirt,XS,245,228,Circular,Women,Khaki,0
WL-00140,Box Logo Logo Sweatshirt,FS24,134.99,Sweatshirt,M,29,207,Box Logo,Women,Bright Red,30
WV-00040,Sun-Lover Swimwear,FS24,68.99,Swimwear,L,29,199,Sun-Lover,Women,Forest Green,15
WM-00090,Iconic Shirt,FS24,113.99,Shirt,M,8,41,Iconic,Women,Caviar,25
WP-00096,Geographic Pants,SS25,126.99,Pants,S,369,133,Geographic,Women,Blue Marine,0
\00075,Box Logo Shoes,FS24,167.99,Shoes,42,192,247,Box Logo,Men,Navy,15
WS-00179,Iconic Graphic T-Shirt,FS24,86.99,T-Shirt,XL,68,518,Iconic,Women,Green Lichen,40
P-00126,Box Logo Half-Zip Pants,SS25,149.99,Pants,XS,261,307,Box Logo,Men,Petit Four,0
L-00155,Geographic Half-Zip Sweatshirt,SS25,167.99,Sweatshirt,S,296,110,Geographic,Men,Beige Sand,0
WN-00054,Morgex Graphic Shorts,SS25,75.99,Shorts,XXL,131,77,Morgex,Women,Yellow Sunshine,0
WM-00091,Iconic Logo Shirt,SS25,116.99,Shirt,S,413,117,Iconic,Women,Grey Melange,0
M-00099,Circular Quilted Shirt,SS25,128.99,Shirt,L,162,50,Circular,Men,Petit Four,0
PS-00089,Morgex Logo Polo,SS25,99.99,Polo,XXL,437,118,Morgex,Men,Bright White,0
PS-00090,Morgex Graphic Polo,SS25,91.99,Polo,XXL,220,132,Morgex,Men,White Whisper,0
PS-00091,Geographic Logo Polo,SS25,72.99,Polo,XS,95,102,Geographic,Men,Beige Sand,0
WSocksRainforest-0002,Rainforest Socks,SS25,76.99,Accessories,One Size,254,193,Rainforest,Women,Pale Mint,0
WPS-00081,Geographic Print Polo,SS25,76.99,Polo,XS,449,142,Geographic,Women,Orange Tangerine,0
WS-00180,Rainforest T-Shirt,SS25,68.99,T-Shirt,XXL,70,38,Rainforest,Women,Free Blue,0
WM-00092,Box Logo Stripe Shirt,FS24,88.99,Shirt,S,86,189,Box Logo,Women,Khaki,25
L-00156,Morgex Graphic Sweatshirt,SS25,123.99,Sweatshirt,M,48,4,Morgex,Men,Olive,0
ScarfIconic-0001,Iconic Scarf,SS25,110.99,Accessories,One Size,350,141,Iconic,Men,Stone Grey,0
PS-00092,Circular Graphic Polo,SS25,80.99,Polo,M,334,74,Circular,Men,Free Blue,0
M-00100,Tribe Heritage Shirt,FS24,111.99,Shirt,L,66,83,Tribe,Men,Petit Four,25
P-00127,Patch Heritage Pants,SS25,157.99,Pants,S,384,170,Patch,Men,Forest Green,0
PS-00093,Circular Polo,FS24,96.99,Polo,XL,33,69,Circular,Men,Olive,50
SocksGeographic-0001,Geographic Socks,SS25,54.99,Accessories,One Size,228,71,Geographic,Men,Orange Tangerine,0
WS-00181,Circular Logo T-Shirt,SS25,42.99,T-Shirt,M,177,94,Circular,Women,Khaki,0
WS-00182,Iconic Print T-Shirt,SS25,76.99,T-Shirt,XXL,515,36,Iconic,Women,Bright White,0
W\00059,Trail Print Shoes,SS25,162.99,Shoes,41,223,34,Trail,Women,Grey Melange,0
S-00223,Box Logo T-Shirt,SS25,90.99,T-Shirt,S,51,5,Box Logo,Men,Grey Melange,0
L-00157,Circular Quilted Sweatshirt,SS25,159.99,Sweatshirt,XS,315,217,Circular,Men,Blue Marine,0
S-00224,Morgex T-Shirt,FS24,52.99,T-Shirt,XS,20,260,Morgex,Men,Beige Sand,20
WPS-00082,Tribe Polo,SS25,96.99,Polo,XL,434,100,Tribe,Women,Burgundy,0
N-00082,Geographic Quilted Shorts,FS24,69.99,Shorts,XL,61,79,Geographic,Men,Beige Sand,20
S-00225,Box Logo Graphic T-Shirt,FS24,57.99,T-Shirt,XS,19,358,Box Logo,Men,Yellow Sunshine,40
WL-00141,Iconic Stripe Sweatshirt,SS25,99.99,Sweatshirt,XXL,224,259,Iconic,Women,Old Rose,0
WP-00097,Iconic Stretch Pants,SS25,139.99,Pants,XXL,179,167,Iconic,Women,Green Lichen,0
P-00128,Tribe Stretch Pants,SS25,158.99,Pants,L,107,35,Tribe,Men,Navy,0
V-00049,Wave Stretch Swimwear,FS24,44.99,Swimwear,XL,64,175,Wave,Men,Olive,10
WL-00142,Geographic Sweatshirt,FS24,152.99,Sweatshirt,XL,204,376,Geographic,Women,Caviar,15
M-00101,Iconic Shirt,FS24,130.99,Shirt,XS,47,372,Iconic,Men,Orange Tangerine,30
WM-00093,Iconic Shirt,FS24,114.99,Shirt,XS,3,59,Iconic,Women,Bright Red,40
S-00226,Patch Graphic T-Shirt,SS25,34.99,T-Shirt,L,81,39,Patch,Men,Yellow Sunshine,0
S-00227,Patch Stretch T-Shirt,SS25,57.99,T-Shirt,L,446,116,Patch,Men,Bright White,0
BucketHatRainforest-0001,Rainforest Bucket Hat,SS25,104.99,Accessories,One Size,432,107,Rainforest,Men,Navy,0
P-00129,Iconic Half-Zip Pants,SS25,100.99,Pants,M,217,235,Iconic,Men,Petit Four,0
WM-00094,Geographic Heritage Shirt,FS24,93.99,Shirt,XL,10,84,Geographic,Women,Olive,20
\00076,Slate Print Shoes,FS24,194.99,Shoes,40,65,329,Slate,Men,Free Blue,40
M-00102,Box Logo Half-Zip Shirt,FS24,84.99,Shirt,S,73,111,Box Logo,Men,Old Rose,30
\00077,Cresta Shoes,SS25,95.99,Shoes,45,376,72,Cresta,Men,Bright Red,0
WP-00098,Morgex Heritage Pants,FS24,124.99,Pants,S,53,168,Morgex,Women,White Whisper,15
\00078,Slate Print Shoes,SS25,151.99,Shoes,40,489,80,Slate,Men,Black Beauty,0
P-00130,Tribe Stripe Pants,SS25,98.99,Pants,L,290,305,Tribe,Men,Green Lichen,0
WN-00055,Rainforest Quilted Shorts,SS25,84.99,Shorts,M,90,10,Rainforest,Women,Green Lichen,0
L-00158,Geographic Stretch Sweatshirt,SS25,105.99,Sweatshirt,XXL,169,61,Geographic,Men,Yellow Sunshine,0
WN-00056,Patch Logo Shorts,FS24,57.99,Shorts,XL,37,47,Patch,Women,Forest Green,10
WS-00183,Patch Graphic T-Shirt,SS25,64.99,T-Shirt,XS,65,63,Patch,Women,Pale Mint,0
WL-00143,Patch Half-Zip Sweatshirt,SS25,112.99,Sweatshirt,XXL,411,163,Patch,Women,Navy,0
L-00159,Circular Graphic Sweatshirt,SS25,126.99,Sweatshirt,XL,297,226,Circular,Men,Free Blue,0
M-00103,Geographic Logo Shirt,SS25,94.99,Shirt,M,104,8,Geographic,Men,Orange Tangerine,0
WM-00095,Circular Graphic Shirt,SS25,143.99,Shirt,XS,120,138,Circular,Women,Forest Green,0
N-00083,Rainforest Stripe Shorts,SS25,58.99,Shorts,M,535,47,Rainforest,Men,Khaki,0
\00079,Box Logo Logo Shoes,FS24,159.99,Shoes,44,23,274,Box Logo,Men,White Whisper,20
ToteBagMorgex-0004,Morgex Tote Bag,FS24,67.99,Accessories,One Size,30,425,Morgex,Men,Grey Melange,30
WL-00144,Box Logo Stripe Sweatshirt,FS24,100.99,Sweatshirt,XXL,107,301,Box Logo,Women,Yellow Sunshine,40
WM-00096,Circular Shirt,SS25,107.99,Shirt,XL,50,24,Circular,Women,Grey Melange,0
M-00104,Iconic Quilted Shirt,FS24,87.99,Shirt,M,11,133,Iconic,Men,White Whisper,25
WS-00184,Iconic T-Shirt,FS24,35.99,T-Shirt,XXL,42,334,Iconic,Women,Yellow Sunshine,10
WP-00099,Circular Stripe Pants,SS25,92.99,Pants,S,205,214,Circular,Women,White Whisper,0
PS-00094,Morgex Quilted Polo,SS25,69.99,Polo,XS,153,25,Morgex,Men,Green Lichen,0
\00080,Slate Stripe Shoes,SS25,199.99,Shoes,41,83,8,Slate,Men,White Whisper,0
WS-00185,Geographic T-Shirt,FS24,55.99,T-Shirt,XL,162,326,Geographic,Women,Free Blue,20
BeltRainforest-0003,Rainforest Belt,SS25,78.99,Accessories,One Size,44,46,Rainforest,Men,Beige Sand,0
P-00131,Patch Pants,SS25,97.99,Pants,S,22,27,Patch,Men,Burgundy,0
PS-00095,Tribe Half-Zip Polo,SS25,108.99,Polo,S,153,8,Tribe,Men,Navy,0
M-00105,Tribe Shirt,SS25,120.99,Shirt,XL,77,36,Tribe,Men,Snow White,0
P-00132,Tribe Print Pants,FS24,111.99,Pants,XL,124,283,Tribe,Men,Burgundy,40
N-00084,Patch Shorts,SS25,73.99,Shorts,M,68,6,Patch,Men,Bright White,0
BeltBoxLogo-0003,Box Logo Belt,SS25,69.99,Accessories,One Size,229,249,Box Logo,Men,Burgundy,0
\00081,Cresta Shoes,FS24,122.99,Shoes,43,9,278,Cresta,Men,Petit Four,25
L-00160,Geographic Graphic Sweatshirt,SS25,130.99,Sweatshirt,XL,220,203,Geographic,Men,Beige Sand,0
WS-00186,Rainforest T-Shirt,SS25,54.99,T-Shirt,M,229,34,Rainforest,Women,Caviar,0
WM-00097,Rainforest Shirt,FS24,134.99,Shirt,S,135,197,Rainforest,Women,Beige Sand,20
WL-00145,Box Logo Sweatshirt,SS25,167.99,Sweatshirt,XXL,147,117,Box Logo,Women,Burgundy,0
PS-00096,Iconic Quilted Polo,SS25,66.99,Polo,XL,250,221,Iconic,Men,Black Beauty,0
WS-00187,Circular T-Shirt,FS24,90.99,T-Shirt,S,38,92,Circular,Women,Stone Grey,15
L-00161,Box Logo Half-Zip Sweatshirt,FS24,136.99,Sweatshirt,L,155,441,Box Logo,Men,Navy,40
\00082,Cresta Logo Shoes,FS24,94.99,Shoes,43,78,208,Cresta,Men,Grey Melange,20
WV-00041,Sun-Lover Swimwear,FS24,55.99,Swimwear,XL,77,224,Sun-Lover,Women,Bright White,20
WL-00146,Geographic Logo Sweatshirt,FS24,114.99,Sweatshirt,M,17,29,Geographic,Women,Black Beauty,10
M-00106,Iconic Print Shirt,SS25,129.99,Shirt,XS,115,52,Iconic,Men,Burgundy,0
\00083,Slate Shoes,SS25,102.99,Shoes,43,406,149,Slate,Men,Bright Red,0
WL-00147,Iconic Sweatshirt,FS24,154.99,Sweatshirt,L,39,97,Iconic,Women,Bright Red,25
L-00162,Patch Sweatshirt,FS24,121.99,Sweatshirt,XXL,23,577,Patch,Men,Forest Green,25
WP-00100,Rainforest Quilted Pants,FS24,95.99,Pants,M,4,134,Rainforest,Women,Grey Melange,20
S-00228,Rainforest Print T-Shirt,SS25,45.99,T-Shirt,XS,166,92,Rainforest,Men,Grey Melange,0
L-00163,Tribe Sweatshirt,SS25,126.99,Sweatshirt,XS,263,61,Tribe,Men,Bright White,0
ScarfGeographic-0001,Geographic Scarf,SS25,27.99,Accessories,One Size,270,138,Geographic,Men,Stone Grey,0
P-00133,Geographic Quilted Pants,SS25,93.99,Pants,S,116,136,Geographic,Men,Burgundy,0
PS-00097,Geographic Heritage Polo,SS25,109.99,Polo,S,423,126,Geographic,Men,Forest Green,0
BucketHatIconic-0002,Iconic Bucket Hat,FS24,24.99,Accessories,One Size,228,327,Iconic,Men,Forest Green,25
WM-00098,Morgex Stretch Shirt,SS25,91.99,Shirt,XS,133,143,Morgex,Women,Caviar,0
M-00107,Circular Shirt,SS25,112.99,Shirt,XL,68,44,Circular,Men,Bright Red,0
P-00134,Iconic Stripe Pants,SS25,127.99,Pants,L,42,39,Iconic,Men,Snow White,0
S-00229,Tribe Print T-Shirt,SS25,49.99,T-Shirt,M,295,27,Tribe,Men,Blue Marine,0
WM-00099,Iconic Shirt,SS25,146.99,Shirt,L,510,43,Iconic,Women,Beige Sand,0
M-00108,Circular Logo Shirt,FS24,133.99,Shirt,XS,26,417,Circular,Men,Caviar,40
S-00230,Circular Graphic T-Shirt,FS24,52.99,T-Shirt,XL,61,286,Circular,Men,Free Blue,10
WL-00148,Tribe Half-Zip Sweatshirt,FS24,122.99,Sweatshirt,S,142,324,Tribe,Women,Pale Mint,25
PS-00098,Geographic Stripe Polo,SS25,74.99,Polo,S,130,47,Geographic,Men,Yellow Sunshine,0
WV-00042,Sun-Lover Stretch Swimwear,SS25,52.99,Swimwear,L,301,67,Sun-Lover,Women,Khaki,0
S-00231,Box Logo Quilted T-Shirt,FS24,94.99,T-Shirt,XL,19,121,Box Logo,Men,Petit Four,40
WBeltTribe-0001,Tribe Belt,SS25,103.99,Accessories,One Size,351,78,Tribe,Women,Navy,0
WS-00188,Tribe Stretch T-Shirt,FS24,90.99,T-Shirt,S,29,69,Tribe,Women,Bright White,40
WPS-00083,Tribe Stretch Polo,SS25,69.99,Polo,XS,407,174,Tribe,Women,White Whisper,0
S-00232,Morgex Half-Zip T-Shirt,FS24,92.99,T-Shirt,L,76,239,Morgex,Men,Free Blue,30
WN-00057,Morgex Stripe Shorts,FS24,64.99,Shorts,M,89,330,Morgex,Women,Burgundy,40
WScarfCircular-0002,Circular Scarf,FS24,27.99,Accessories,One Size,18,235,Circular,Women,Olive,50
WS-00189,Morgex T-Shirt,SS25,78.99,T-Shirt,XL,185,195,Morgex,Women,Free Blue,0
BucketHatMorgex-0002,Morgex Bucket Hat,SS25,62.99,Accessories,One Size,292,156,Morgex,Men,Stone Grey,0
M-00109,Circular Logo Shirt,FS24,98.99,Shirt,S,14,39,Circular,Men,Caviar,30
WBucketHatPatch-0002,Patch Bucket Hat,SS25,53.99,Accessories,One Size,386,48,Patch,Women,Bright Red,0
WV-00043,Box Logo Stripe Swimwear,SS25,54.99,Swimwear,S,127,32,Box Logo,Women,Khaki,0
WPS-00084,Box Logo Polo,FS24,78.99,Polo,L,25,33,Box Logo,Women,Yellow Sunshine,15
P-00135,Rainforest Pants,FS24,104.99,Pants,S,60,357,Rainforest,Men,Stone Grey,40
L-00164,Morgex Quilted Sweatshirt,SS25,140.99,Sweatshirt,S,189,137,Morgex,Men,Old Rose,0
S-00233,Rainforest Quilted T-Shirt,FS24,90.99,T-Shirt,XXL,236,314,Rainforest,Men,Khaki,30
L-00165,Geographic Stripe Sweatshirt,SS25,161.99,Sweatshirt,XXL,199,190,Geographic,Men,Burgundy,0
WV-00044,Wave Quilted Swimwear,FS24,69.99,Swimwear,L,104,267,Wave,Women,Yellow Sunshine,15
WS-00190,Morgex Stretch T-Shirt,SS25,78.99,T-Shirt,XXL,106,90,Morgex,Women,White Whisper,0
WBeaniePatch-0003,Patch Beanie,SS25,23.99,Accessories,One Size,138,57,Patch,Women,Old Rose,0
P-00136,Iconic Quilted Pants,SS25,148.99,Pants,M,213,26,Iconic,Men,Navy,0
WS-00191,Iconic T-Shirt,FS24,78.99,T-Shirt,XXL,18,528,Iconic,Women,Beige Sand,25
W\00060,Trail Stripe Shoes,FS24,155.99,Shoes,37,15,205,Trail,Women,Caviar,20
S-00234,Rainforest Stretch T-Shirt,FS24,73.99,T-Shirt,M,18,240,Rainforest,Men,Forest Green,15
WS-00192,Rainforest Half-Zip T-Shirt,SS25,72.99,T-Shirt,XL,207,11,Rainforest,Women,Forest Green,0
M-00110,Tribe Stripe Shirt,SS25,113.99,Shirt,S,432,45,Tribe,Men,Free Blue,0
WM-00100,Circular Shirt,SS25,142.99,Shirt,XL,482,81,Circular,Women,Green Lichen,0
P-00137,Iconic Pants,SS25,137.99,Pants,S,133,8,Iconic,Men,Stone Grey,0
WS-00193,Patch Print T-Shirt,SS25,77.99,T-Shirt,XL,136,91,Patch,Women,Burgundy,0
BackpackCircular-0002,Circular Backpack,FS24,80.99,Accessories,One Size,98,274,Circular,Men,Khaki,30
WPS-00085,Tribe Print Polo,SS25,109.99,Polo,S,36,21,Tribe,Women,Bright White,0
WN-00058,Geographic Quilted Shorts,SS25,91.99,Shorts,XXL,196,32,Geographic,Women,Free Blue,0
WBeanieCircular-0002,Circular Beanie,FS24,102.99,Accessories,One Size,153,285,Circular,Women,Grey Melange,15
\00084,Box Logo Shoes,SS25,171.99,Shoes,46,539,45,Box Logo,Men,Forest Green,0
M-00111,Morgex Quilted Shirt,SS25,146.99,Shirt,XS,302,60,Morgex,Men,Blue Marine,0
WL-00149,Iconic Logo Sweatshirt,FS24,103.99,Sweatshirt,XXL,163,271,Iconic,Women,Burgundy,15
P-00138,Morgex Quilted Pants,FS24,149.99,Pants,XXL,119,295,Morgex,Men,Pale Mint,15
WPS-00086,Rainforest Polo,FS24,68.99,Polo,XL,32,76,Rainforest,Women,White Whisper,20
M-00112,Iconic Half-Zip Shirt,FS24,86.99,Shirt,M,28,105,Iconic,Men,Green Lichen,20
M-00113,Patch Heritage Shirt,FS24,91.99,Shirt,S,4,36,Patch,Men,Yellow Sunshine,20
WS-00194,Geographic Quilted T-Shirt,SS25,73.99,T-Shirt,XS,494,54,Geographic,Women,Pale Mint,0
WN-00059,Morgex Stripe Shorts,SS25,64.99,Shorts,XL,326,127,Morgex,Women,Green Lichen,0
L-00166,Box Logo Heritage Sweatshirt,FS24,148.99,Sweatshirt,S,189,346,Box Logo,Men,Bright Red,15
N-00085,Geographic Heritage Shorts,FS24,50.99,Shorts,XXL,61,326,Geographic,Men,Bright White,25
BackpackRainforest-0001,Rainforest Backpack,FS24,100.99,Accessories,One Size,130,226,Rainforest,Men,Burgundy,20
P-00139,Circular Pants,FS24,131.99,Pants,XL,111,167,Circular,Men,Old Rose,15
WS-00195,Iconic Stripe T-Shirt,SS25,65.99,T-Shirt,M,144,174,Iconic,Women,Free Blue,0
L-00167,Morgex Sweatshirt,SS25,100.99,Sweatshirt,XXL,135,48,Morgex,Men,Orange Tangerine,0
WL-00150,Morgex Heritage Sweatshirt,FS24,167.99,Sweatshirt,M,31,469,Morgex,Women,Petit Four,20
W\00061,Trail Stretch Shoes,FS24,121.99,Shoes,36,32,41,Trail,Women,Caviar,20
WPS-00087,Tribe Stripe Polo,SS25,101.99,Polo,XS,212,106,Tribe,Women,Orange Tangerine,0
P-00140,Rainforest Pants,SS25,134.99,Pants,XXL,360,69,Rainforest,Men,Green Lichen,0
S-00235,Rainforest T-Shirt,SS25,56.99,T-Shirt,M,141,64,Rainforest,Men,Black Beauty,0
L-00168,Circular Half-Zip Sweatshirt,SS25,134.99,Sweatshirt,XS,165,171,Circular,Men,Navy,0
P-00141,Patch Quilted Pants,FS24,141.99,Pants,M,168,317,Patch,Men,Olive,20
CapMorgex-0002,Morgex Cap,FS24,119.99,Accessories,One Size,68,284,Morgex,Men,Forest Green,25
M-00114,Tribe Graphic Shirt,SS25,117.99,Shirt,XXL,405,96,Tribe,Men,Olive,0
WL-00151,Circular Sweatshirt,SS25,165.99,Sweatshirt,XL,158,31,Circular,Women,Khaki,0
L-00169,Geographic Quilted Sweatshirt,FS24,167.99,Sweatshirt,S,105,480,Geographic,Men,Olive,30
\00085,Slate Shoes,SS25,102.99,Shoes,41,439,57,Slate,Men,Blue Marine,0
WP-00101,Rainforest Logo Pants,FS24,133.99,Pants,XL,62,271,Rainforest,Women,White Whisper,20
WN-00060,Rainforest Logo Shorts,SS25,51.99,Shorts,S,46,4,Rainforest,Women,Bright Red,0
