Id,name,season,price,product_category,size,quantity,quantities_sold,collection_family,sex,color,discount,size_type,sell_through
W\00038,Box Logo Half-Zip Shoes,SS25,127.99,Shoes,40,163,81,Box Logo,Women,Bright White,0,numeric,0.332
WM-00064,Morgex Stretch Shirt,FS24,92.99,Shirt,S,29,380,Morgex,Women,Petit Four,25,alpha,0.929
L-00113,Geographic Logo Sweatshirt,FS24,136.99,Sweatshirt,M,105,200,Geographic,Men,Old Rose,15,alpha,0.656
WN-00036,Iconic Print Shorts,FS24,52.99,Shorts,L,7,94,Iconic,Women,Burgundy,20,alpha,0.931
WL-00109,Circular Half-Zip Sweatshirt,FS24,130.99,Sweatshirt,L,70,311,Circular,Women,White Whisper,30,alpha,0.816
N-00061,Iconic Half-Zip Shorts,SS25,54.99,Shorts,XL,335,184,Iconic,Men,Petit Four,0,alpha,0.355
BucketHatCircular-0001,Circular Bucket Hat,FS24,113.99,Accessories,One Size,159,219,Circular,Men,Khaki,20,alpha,0.579
WM-00065,Tribe Half-Zip Shirt,FS24,109.99,Shirt,XXL,30,373,Tribe,Women,Bright Red,25,alpha,0.926
WS-00129,Morgex T-Shirt,SS25,35.99,T-Shirt,M,435,55,Morgex,Women,Forest Green,0,alpha,0.112
WSocksTribe-0001,Tribe Socks,SS25,76.99,Accessories,S,281,148,Tribe,Women,Caviar,0,alpha,0.345
WPS-00060,Iconic Heritage Polo,FS24,71.99,Polo,XL,25,31,Iconic,Women,Stone Grey,20,alpha,0.554
WV-00022,Sun-Lover Quilted Swimwear,FS24,71.99,Swimwear,XS,123,224,Sun-Lover,Women,Free Blue,40,alpha,0.646
P-00097,Circular Pants,SS25,130.99,Pants,M,97,87,Circular,Men,Orange Tangerine,0,alpha,0.473
WS-00130,Geographic Logo T-Shirt,FS24,72.99,T-Shirt,XS,100,240,Geographic,Women,Bright White,30,alpha,0.706
WM-00066,Geographic Stretch Shirt,SS25,107.99,Shirt,XXL,85,67,Geographic,Women,Grey Melange,0,alpha,0.441
WS-00131,Circular Stretch T-Shirt,FS24,73.99,T-Shirt,M,8,61,Circular,Women,Burgundy,40,alpha,0.884
W\00039,Cresta Print Shoes,FS24,198.99,Shoes,39,193,297,Cresta,Women,Blue Marine,20,numeric,0.606
P-00098,Morgex Stretch Pants,FS24,105.99,Pants,M,176,416,Morgex,Men,Orange Tangerine,40,alpha,0.703
WP-00071,Rainforest Stripe Pants,FS24,130.99,Pants,S,73,350,Rainforest,Women,Pale Mint,30,alpha,0.827
\00057,Box Logo Graphic Shoes,SS25,168.99,Shoes,43,437,161,Box Logo,Men,Yellow Sunshine,0,numeric,0.269
N-00062,Patch Heritage Shorts,SS25,70.99,Shorts,M,314,193,Patch,Men,Old Rose,0,alpha,0.381
WP-00072,Morgex Pants,FS24,158.99,Pants,XS,48,88,Morgex,Women,Green Lichen,20,alpha,0.647
WL-00110,Morgex Sweatshirt,FS24,164.99,Sweatshirt,L,208,348,Morgex,Women,Bright White,20,alpha,0.626
V-00031,Box Logo Swimwear,SS25,58.99,Swimwear,XXL,142,101,Box Logo,Men,Beige Sand,0,alpha,0.416
M-00066,Geographic Print Shirt,SS25,130.99,Shirt,XL,166,109,Geographic,Men,Bright Red,0,alpha,0.396
WN-00037,Circular Stripe Shorts,FS24,67.99,Shorts,L,24,550,Circular,Women,Beige Sand,10,alpha,0.958
\00058,Trail Print Shoes,SS25,121.99,Shoes,40,304,55,Trail,Men,Navy,0,numeric,0.153
N-00063,Iconic Logo Shorts,FS24,59.99,Shorts,L,53,387,Iconic,Men,White Whisper,15,alpha,0.88
WP-00073,Tribe Stripe Pants,FS24,106.99,Pants,M,24,142,Tribe,Women,Forest Green,10,alpha,0.855
L-00115,Tribe Stretch Sweatshirt,SS25,129.99,Sweatshirt,XXL,32,19,Tribe,Men,Yellow Sunshine,0,alpha,0.373
L-00116,Rainforest Half-Zip Sweatshirt,FS24,163.99,Sweatshirt,XS,195,310,Rainforest,Men,Forest Green,20,alpha,0.614
\00059,Slate Graphic Shoes,SS25,196.99,Shoes,43,99,56,Slate,Men,Khaki,0,numeric,0.361
V-00032,Box Logo Graphic Swimwear,FS24,61.99,Swimwear,XS,54,243,Box Logo,Men,Snow White,10,alpha,0.818
M-00067,Morgex Heritage Shirt,SS25,96.99,Shirt,XS,189,99,Morgex,Men,Free Blue,0,alpha,0.344
WPS-00061,Morgex Half-Zip Polo,FS24,88.99,Polo,XL,48,523,Morgex,Women,Blue Marine,25,alpha,0.916
WaistBagRainforest-0001,Rainforest Waist Bag,FS24,63.99,Accessories,One Size,98,196,Rainforest,Men,Khaki,30,alpha,0.667
WN-00038,Morgex Quilted Shorts,SS25,84.99,Shorts,XL,214,155,Morgex,Women,Grey Melange,0,alpha,0.42
N-00064,Geographic Half-Zip Shorts,SS25,71.99,Shorts,M,343,248,Geographic,Men,Orange Tangerine,0,alpha,0.42
P-00101,Circular Print Pants,SS25,132.99,Pants,XXL,302,100,Circular,Men,Khaki,0,alpha,0.249
WBackpackMorgex-0001,Morgex Backpack,SS25,60.99,Accessories,One Size,265,228,Morgex,Women,Olive,0,alpha,0.462
WPS-00062,Morgex Logo Polo,FS24,78.99,Polo,XXL,72,199,Morgex,Women,Black Beauty,15,alpha,0.734
WPS-00063,Tribe Stretch Polo,FS24,72.99,Polo,XXL,34,258,Tribe,Women,Old Rose,10,alpha,0.884
WL-00111,Rainforest Stretch Sweatshirt,FS24,123.99,Sweatshirt,XL,68,201,Rainforest,Women,Petit Four,10,alpha,0.747
WL-00112,Rainforest Print Sweatshirt,FS24,96.99,Sweatshirt,S,107,392,Rainforest,Women,Orange Tangerine,10,alpha,0.786
WS-00133,Geographic Half-Zip T-Shirt,FS24,51.99,T-Shirt,XXL,16,282,Geographic,Women,Green Lichen,10,alpha,0.946
N-00065,Rainforest Quilted Shorts,SS25,62.99,Shorts,L,399,103,Rainforest,Men,Snow White,0,alpha,0.205
WM-00068,Iconic Shirt,SS25,136.99,Shirt,XL,197,42,Iconic,Women,Olive,0,alpha,0.176
P-00102,Geographic Pants,SS25,152.99,Pants,XXL,343,36,Geographic,Men,Grey Melange,0,alpha,0.095
M-00069,Morgex Stripe Shirt,SS25,117.99,Shirt,S,205,40,Morgex,Men,Orange Tangerine,0,alpha,0.163
ToteBagPatch-0001,Patch Tote Bag,SS25,86.99,Accessories,One Size,31,29,Patch,Men,Yellow Sunshine,0,alpha,0.483
PS-00066,Patch Half-Zip Polo,SS25,104.99,Polo,S,473,77,Patch,Men,Green Lichen,0,alpha,0.14
WV-00026,Sun-Lover Swimwear,SS25,62.99,Swimwear,M,242,155,Sun-Lover,Women,Petit Four,0,alpha,0.39
WL-00113,Iconic Half-Zip Sweatshirt,SS25,113.99,Sweatshirt,XL,185,200,Iconic,Women,Orange Tangerine,0,alpha,0.519
GlovesCircular-0002,Circular Gloves,SS25,104.99,Accessories,S,364,50,Circular,Men,Yellow Sunshine,0,alpha,0.121
S-00159,Circular T-Shirt,SS25,54.99,T-Shirt,M,283,215,Circular,Men,Petit Four,0,alpha,0.432
WP-00076,Morgex Logo Pants,SS25,94.99,Pants,XL,104,27,Morgex,Women,Pale Mint,0,alpha,0.206
S-00160,Tribe Heritage T-Shirt,SS25,47.99,T-Shirt,XXL,167,84,Tribe,Men,Old Rose,0,alpha,0.335
PS-00068,Morgex Stripe Polo,FS24,90.99,Polo,XS,142,284,Morgex,Men,Beige Sand,20,alpha,0.667
\00060,Box Logo Stripe Shoes,SS25,177.99,Shoes,45,49,33,Box Logo,Men,Khaki,0,numeric,0.402
M-00071,Morgex Half-Zip Shirt,FS24,120.99,Shirt,M,124,183,Morgex,Men,Pale Mint,20,alpha,0.596
S-00161,Tribe Heritage T-Shirt,FS24,36.99,T-Shirt,XL,214,316,Tribe,Men,Green Lichen,15,alpha,0.596
PS-00069,Geographic Half-Zip Polo,SS25,91.99,Polo,S,306,113,Geographic,Men,Green Lichen,0,alpha,0.27
SocksTribe-0001,Tribe Socks,SS25,61.99,Accessories,M,59,52,Tribe,Men,Grey Melange,0,alpha,0.468
WP-00078,Geographic Stripe Pants,FS24,97.99,Pants,XXL,129,441,Geographic,Women,Bright White,10,alpha,0.774
WP-00079,Patch Quilted Pants,SS25,102.99,Pants,S,264,15,Patch,Women,Free Blue,0,alpha,0.054
WS-00135,Circular Quilted T-Shirt,SS25,82.99,T-Shirt,S,51,25,Circular,Women,Bright Red,0,alpha,0.329
S-00163,Rainforest Heritage T-Shirt,FS24,58.99,T-Shirt,XL,46,237,Rainforest,Men,Bright Red,20,alpha,0.837
WP-00080,Rainforest Stretch Pants,SS25,157.99,Pants,L,236,33,Rainforest,Women,Orange Tangerine,0,alpha,0.123
WP-00081,Circular Stripe Pants,SS25,91.99,Pants,M,305,42,Circular,Women,Khaki,0,alpha,0.121
L-00119,Tribe Logo Sweatshirt,SS25,139.99,Sweatshirt,XXL,336,119,Tribe,Men,Caviar,0,alpha,0.262
M-00072,Rainforest Shirt,FS24,135.99,Shirt,M,212,370,Rainforest,Men,Caviar,20,alpha,0.636
WS-00137,Iconic T-Shirt,FS24,60.99,T-Shirt,XL,88,156,Iconic,Women,Petit Four,20,alpha,0.639
W\00040,Box Logo Shoes,SS25,101.99,Shoes,41,119,8,Box Logo,Women,Old Rose,0,numeric,0.063
PS-00070,Tribe Polo,SS25,70.99,Polo,L,91,87,Tribe,Men,Blue Marine,0,alpha,0.489
L-00121,Box Logo Sweatshirt,FS24,167.99,Sweatshirt,XL,37,461,Box Logo,Men,Bright Red,40,alpha,0.926
WPS-00065,Geographic Graphic Polo,SS25,84.99,Polo,XXL,97,28,Geographic,Women,Blue Marine,0,alpha,0.224
GlovesCircular-0003,Circular Gloves,FS24,43.99,Accessories,L,16,48,Circular,Men,Grey Melange,30,alpha,0.75
W\00041,Trail Shoes,FS24,132.99,Shoes,39,43,276,Trail,Women,Navy,20,numeric,0.865
N-00066,Iconic Shorts,SS25,88.99,Shorts,S,47,12,Iconic,Men,Old Rose,0,alpha,0.203
WS-00139,Tribe Half-Zip T-Shirt,SS25,65.99,T-Shirt,XXL,165,65,Tribe,Women,Orange Tangerine,0,alpha,0.283
N-00067,Box Logo Shorts,SS25,49.99,Shorts,XL,102,118,Box Logo,Men,Yellow Sunshine,0,alpha,0.536
PS-00071,Tribe Stretch Polo,SS25,75.99,Polo,S,237,36,Tribe,Men,Blue Marine,0,alpha,0.132
\00061,Slate Heritage Shoes,SS25,97.99,Shoes,40,195,197,Slate,Men,Grey Melange,0,numeric,0.503
W\00043,Cresta Stretch Shoes,FS24,146.99,Shoes,38,156,375,Cresta,Women,Bright Red,30,numeric,0.706
PS-00072,Tribe Stretch Polo,SS25,108.99,Polo,XS,329,130,Tribe,Men,Forest Green,0,alpha,0.283
L-00122,Circular Stripe Sweatshirt,FS24,143.99,Sweatshirt,S,5,60,Circular,Men,Yellow Sunshine,20,alpha,0.923
WN-00041,Geographic Shorts,FS24,60.99,Shorts,XXL,82,146,Geographic,Women,Caviar,10,alpha,0.64
S-00167,Morgex Stripe T-Shirt,SS25,65.99,T-Shirt,XS,161,41,Morgex,Men,Old Rose,0,alpha,0.203
S-00168,Box Logo Stretch T-Shirt,SS25,94.99,T-Shirt,XS,341,187,Box Logo,Men,Free Blue,0,alpha,0.354
W\00044,Box Logo Stripe Shoes,SS25,136.99,Shoes,39,247,45,Box Logo,Women,Green Lichen,0,numeric,0.154
WM-00069,Patch Half-Zip Shirt,FS24,127.99,Shirt,XL,59,320,Patch,Women,Burgundy,30,alpha,0.844
\00062,Trail Logo Shoes,SS25,193.99,Shoes,46,361,179,Trail,Men,Bright Red,0,numeric,0.331
W\00045,Cresta Shoes,SS25,130.99,Shoes,40,409,172,Cresta,Women,Caviar,0,numeric,0.296
WL-00115,Tribe Graphic Sweatshirt,SS25,109.99,Sweatshirt,XL,59,43,Tribe,Women,Burgundy,0,alpha,0.422
L-00123,Iconic Graphic Sweatshirt,FS24,152.99,Sweatshirt,XXL,42,164,Iconic,Men,Khaki,15,alpha,0.796
WP-00084,Patch Stretch Pants,SS25,125.99,Pants,XXL,41,39,Patch,Women,Olive,0,alpha,0.488
WS-00142,Geographic Stripe T-Shirt,FS24,76.99,T-Shirt,XXL,14,45,Geographic,Women,Bright White,20,alpha,0.763
WPS-00066,Circular Half-Zip Polo,SS25,76.99,Polo,XS,64,12,Circular,Women,Petit Four,0,alpha,0.158
\00063,Slate Logo Shoes,FS24,195.99,Shoes,41,93,209,Slate,Men,Khaki,20,numeric,0.692
WM-00071,Iconic Stripe Shirt,FS24,149.99,Shirt,L,93,156,Iconic,Women,Burgundy,20,alpha,0.627
S-00174,Morgex Logo T-Shirt,SS25,34.99,T-Shirt,M,117,108,Morgex,Men,Beige Sand,0,alpha,0.48
S-00175,Circular T-Shirt,FS24,82.99,T-Shirt,XL,135,408,Circular,Men,Old Rose,50,alpha,0.751
L-00124,Tribe Half-Zip Sweatshirt,SS25,97.99,Sweatshirt,XS,47,44,Tribe,Men,Green Lichen,0,alpha,0.484
PS-00074,Morgex Heritage Polo,SS25,100.99,Polo,XXL,61,43,Morgex,Men,Khaki,0,alpha,0.413
WS-00143,Circular Heritage T-Shirt,SS25,61.99,T-Shirt,L,398,64,Circular,Women,Black Beauty,0,alpha,0.139
P-00106,Morgex Heritage Pants,SS25,136.99,Pants,XL,354,169,Morgex,Men,Free Blue,0,alpha,0.323
M-00074,Geographic Stretch Shirt,FS24,135.99,Shirt,XL,19,499,Geographic,Men,Old Rose,20,alpha,0.963
WN-00042,Rainforest Half-Zip Shorts,FS24,54.99,Shorts,L,23,276,Rainforest,Women,Pale Mint,20,alpha,0.923
WM-00072,Rainforest Print Shirt,SS25,127.99,Shirt,XS,122,66,Rainforest,Women,Yellow Sunshine,0,alpha,0.351
P-00107,Rainforest Stripe Pants,FS24,159.99,Pants,M,100,475,Rainforest,Men,Blue Marine,30,alpha,0.826
\00064,Cresta Graphic Shoes,SS25,177.99,Shoes,40,164,123,Cresta,Men,Orange Tangerine,0,numeric,0.429
WPS-00067,Iconic Graphic Polo,SS25,65.99,Polo,XS,138,25,Iconic,Women,Beige Sand,0,alpha,0.153
WL-00117,Patch Quilted Sweatshirt,FS24,155.99,Sweatshirt,XL,14,68,Patch,Women,Beige Sand,20,alpha,0.829
GlovesPatch-0002,Patch Gloves,FS24,68.99,Accessories,One Size,76,396,Patch,Men,Black Beauty,25,alpha,0.839
WP-00085,Rainforest Heritage Pants,FS24,100.99,Pants,L,66,232,Rainforest,Women,Black Beauty,10,alpha,0.779
S-00177,Iconic Heritage T-Shirt,FS24,72.99,T-Shirt,S,24,51,Iconic,Men,Yellow Sunshine,30,alpha,0.68
L-00126,Rainforest Half-Zip Sweatshirt,FS24,110.99,Sweatshirt,XXL,4,64,Rainforest,Men,Beige Sand,10,alpha,0.941
L-00128,Morgex Stripe Sweatshirt,SS25,136.99,Sweatshirt,M,92,60,Morgex,Men,Grey Melange,0,alpha,0.395
M-00076,Circular Print Shirt,SS25,139.99,Shirt,M,433,39,Circular,Men,Orange Tangerine,0,alpha,0.083
WN-00043,Morgex Stretch Shorts,SS25,57.99,Shorts,M,150,139,Morgex,Women,Bright Red,0,alpha,0.481
WV-00027,Wave Print Swimwear,FS24,68.99,Swimwear,S,53,541,Wave,Women,Orange Tangerine,15,alpha,0.911
M-00077,Tribe Stretch Shirt,FS24,89.99,Shirt,L,195,249,Tribe,Men,Khaki,10,alpha,0.561
P-00108,Circular Heritage Pants,SS25,105.99,Pants,XXL,284,277,Circular,Men,Yellow Sunshine,0,alpha,0.494
L-00129,Geographic Stripe Sweatshirt,SS25,129.99,Sweatshirt,M,235,92,Geographic,Men,Burgundy,0,alpha,0.281
V-00034,Wave Heritage Swimwear,FS24,76.99,Swimwear,L,57,378,Wave,Men,Petit Four,40,alpha,0.869
V-00035,Box Logo Swimwear,SS25,65.99,Swimwear,L,250,291,Box Logo,Men,Pale Mint,0,alpha,0.538
L-00130,Iconic Logo Sweatshirt,FS24,159.99,Sweatshirt,M,22,338,Iconic,Men,Khaki,40,alpha,0.939
L-00131,Iconic Sweatshirt,SS25,137.99,Sweatshirt,S,418,130,Iconic,Men,Navy,0,alpha,0.237
M-00078,Rainforest Graphic Shirt,FS24,93.99,Shirt,XL,7,160,Rainforest,Men,Petit Four,15,alpha,0.958
V-00036,Sun-Lover Heritage Swimwear,SS25,75.99,Swimwear,M,224,99,Sun-Lover,Men,Green Lichen,0,alpha,0.307
WM-00074,Circular Stripe Shirt,FS24,139.99,Shirt,L,144,216,Circular,Women,Burgundy,25,alpha,0.6
WS-00147,Box Logo Print T-Shirt,SS25,40.99,T-Shirt,M,480,108,Box Logo,Women,White Whisper,0,alpha,0.184
N-00068,Circular Shorts,SS25,85.99,Shorts,XXL,45,5,Circular,Men,Beige Sand,0,alpha,0.1
WM-00075,Box Logo Logo Shirt,FS24,133.99,Shirt,S,114,480,Box Logo,Women,Petit Four,30,alpha,0.808
PS-00075,Circular Stripe Polo,FS24,103.99,Polo,L,14,49,Circular,Men,Yellow Sunshine,15,alpha,0.778
PS-00076,Rainforest Half-Zip Polo,FS24,96.99,Polo,L,43,394,Rainforest,Men,Snow White,20,alpha,0.902
WP-00087,Iconic Logo Pants,FS24,115.99,Pants,L,109,252,Iconic,Women,Olive,15,alpha,0.698
PS-00077,Tribe Logo Polo,FS24,100.99,Polo,XXL,28,78,Tribe,Men,Caviar,50,alpha,0.736
WV-00028,Wave Stripe Swimwear,FS24,72.99,Swimwear,L,35,96,Wave,Women,Free Blue,10,alpha,0.733
WM-00076,Morgex Half-Zip Shirt,SS25,112.99,Shirt,S,370,199,Morgex,Women,Orange Tangerine,0,alpha,0.35
N-00069,Geographic Shorts,FS24,64.99,Shorts,S,47,193,Geographic,Men,Navy,40,alpha,0.804
WP-00088,Morgex Pants,SS25,111.99,Pants,L,255,39,Morgex,Women,Yellow Sunshine,0,alpha,0.133
WP-00089,Circular Print Pants,SS25,147.99,Pants,M,331,210,Circular,Women,Bright White,0,alpha,0.388
M-00079,Circular Half-Zip Shirt,FS24,129.99,Shirt,XL,61,393,Circular,Men,Stone Grey,50,alpha,0.866
WL-00120,Rainforest Half-Zip Sweatshirt,SS25,103.99,Sweatshirt,S,220,196,Rainforest,Women,Bright White,0,alpha,0.471
S-00182,Circular Logo T-Shirt,FS24,65.99,T-Shirt,M,20,36,Circular,Men,Caviar,20,alpha,0.643
N-00070,Rainforest Stripe Shorts,SS25,68.99,Shorts,XXL,255,35,Rainforest,Men,Bright Red,0,alpha,0.121
\00065,Slate Logo Shoes,FS24,136.99,Shoes,43,203,311,Slate,Men,Orange Tangerine,20,numeric,0.605
\00066,Box Logo Heritage Shoes,FS24,159.99,Shoes,44,5,76,Box Logo,Men,Green Lichen,20,numeric,0.938
\00067,Slate Print Shoes,SS25,207.99,Shoes,42,197,12,Slate,Men,Old Rose,0,numeric,0.057
S-00183,Morgex Quilted T-Shirt,SS25,47.99,T-Shirt,XL,438,135,Morgex,Men,White Whisper,0,alpha,0.236
WN-00044,Box Logo Stretch Shorts,SS25,73.99,Shorts,S,286,204,Box Logo,Women,Pale Mint,0,alpha,0.416
WL-00122,Rainforest Print Sweatshirt,FS24,167.99,Sweatshirt,M,70,308,Rainforest,Women,Old Rose,30,alpha,0.815
WV-00029,Sun-Lover Print Swimwear,SS25,78.99,Swimwear,XS,306,105,Sun-Lover,Women,Yellow Sunshine,0,alpha,0.255
M-00080,Morgex Quilted Shirt,SS25,145.99,Shirt,S,60,47,Morgex,Men,Green Lichen,0,alpha,0.439
WSocksCircular-0002,Circular Socks,SS25,72.99,Accessories,One Size,183,198,Circular,Women,Snow White,0,alpha,0.52
WBucketHatBoxLogo-0001,Box Logo Bucket Hat,SS25,43.99,Accessories,One Size,237,203,Box Logo,Women,Olive,0,alpha,0.461
P-00110,Rainforest Stripe Pants,FS24,140.99,Pants,XXL,33,247,Rainforest,Men,Free Blue,20,alpha,0.882
V-00039,Sun-Lover Swimwear,FS24,46.99,Swimwear,S,20,80,Sun-Lover,Men,Forest Green,15,alpha,0.8
L-00133,Circular Half-Zip Sweatshirt,SS25,164.99,Sweatshirt,XXL,168,181,Circular,Men,Snow White,0,alpha,0.519
S-00185,Box Logo Stretch T-Shirt,SS25,46.99,T-Shirt,L,99,8,Box Logo,Men,Free Blue,0,alpha,0.075
N-00071,Patch Graphic Shorts,SS25,59.99,Shorts,XS,420,45,Patch,Men,Bright Red,0,alpha,0.097
W\00048,Cresta Heritage Shoes,SS25,166.99,Shoes,40,161,163,Cresta,Women,Bright White,0,numeric,0.503
WN-00045,Box Logo Stretch Shorts,FS24,72.99,Shorts,XL,17,25,Box Logo,Women,Burgundy,25,alpha,0.595
N-00072,Tribe Quilted Shorts,SS25,92.99,Shorts,M,453,104,Tribe,Men,Beige Sand,0,alpha,0.187
WM-00078,Iconic Stretch Shirt,FS24,113.99,Shirt,XL,70,198,Iconic,Women,Orange Tangerine,40,alpha,0.739
PS-00078,Box Logo Logo Polo,FS24,97.99,Polo,XS,29,52,Box Logo,Men,Forest Green,20,alpha,0.642
M-00083,Tribe Print Shirt,FS24,123.99,Shirt,M,46,64,Tribe,Men,Grey Melange,10,alpha,0.582
S-00187,Tribe Stripe T-Shirt,FS24,84.99,T-Shirt,L,16,130,Tribe,Men,Orange Tangerine,10,alpha,0.89
BeanieRainforest-0001,Rainforest Beanie,FS24,44.99,Accessories,One Size,20,57,Rainforest,Men,Caviar,25,alpha,0.74
WS-00153,Patch Heritage T-Shirt,FS24,54.99,T-Shirt,XS,50,77,Patch,Women,Burgundy,20,alpha,0.606
V-00041,Box Logo Stripe Swimwear,SS25,78.99,Swimwear,M,316,24,Box Logo,Men,Old Rose,0,alpha,0.071
M-00084,Morgex Stretch Shirt,SS25,120.99,Shirt,XS,136,93,Morgex,Men,Snow White,0,alpha,0.406
\00068,Cresta Stretch Shoes,SS25,122.99,Shoes,40,185,180,Cresta,Men,Free Blue,0,numeric,0.493
L-00135,Patch Half-Zip Sweatshirt,SS25,114.99,Sweatshirt,M,266,27,Patch,Men,Caviar,0,alpha,0.092
V-00042,Sun-Lover Graphic Swimwear,SS25,77.99,Swimwear,XXL,163,69,Sun-Lover,Men,Snow White,0,alpha,0.297
P-00113,Iconic Logo Pants,SS25,94.99,Pants,S,170,125,Iconic,Men,Pale Mint,0,alpha,0.424
WV-00032,Sun-Lover Swimwear,SS25,53.99,Swimwear,L,86,80,Sun-Lover,Women,Old Rose,0,alpha,0.482
WM-00080,Morgex Logo Shirt,SS25,102.99,Shirt,XXL,339,99,Morgex,Women,Yellow Sunshine,0,alpha,0.226
\00069,Trail Graphic Shoes,FS24,95.99,Shoes,43,12,31,Trail,Men,Orange Tangerine,40,numeric,0.721
S-00192,Box Logo Graphic T-Shirt,FS24,90.99,T-Shirt,XS,61,123,Box Logo,Men,Yellow Sunshine,15,alpha,0.668
S-00193,Rainforest Stretch T-Shirt,SS25,63.99,T-Shirt,XL,220,130,Rainforest,Men,Stone Grey,0,alpha,0.371
S-00194,Morgex T-Shirt,SS25,70.99,T-Shirt,XS,144,143,Morgex,Men,Caviar,0,alpha,0.498
WPS-00071,Circular Logo Polo,FS24,103.99,Polo,L,91,199,Circular,Women,Pale Mint,10,alpha,0.686
WPS-00072,Patch Half-Zip Polo,SS25,64.99,Polo,M,408,50,Patch,Women,Blue Marine,0,alpha,0.109
PS-00080,Rainforest Half-Zip Polo,SS25,79.99,Polo,M,145,16,Rainforest,Men,Beige Sand,0,alpha,0.099
L-00137,Circular Half-Zip Sweatshirt,SS25,158.99,Sweatshirt,XS,134,140,Circular,Men,Old Rose,0,alpha,0.511
S-00195,Tribe Logo T-Shirt,SS25,86.99,T-Shirt,S,214,28,Tribe,Men,White Whisper,0,alpha,0.116
L-00138,Tribe Logo Sweatshirt,SS25,109.99,Sweatshirt,XS,264,151,Tribe,Men,Olive,0,alpha,0.364
W\00051,Box Logo Shoes,SS25,204.99,Shoes,42,400,125,Box Logo,Women,Bright White,0,numeric,0.238
M-00086,Geographic Heritage Shirt,FS24,111.99,Shirt,S,179,296,Geographic,Men,Khaki,40,alpha,0.623
WV-00033,Wave Logo Swimwear,SS25,45.99,Swimwear,XXL,365,90,Wave,Women,Khaki,0,alpha,0.198
N-00074,Iconic Shorts,SS25,57.99,Shorts,XXL,160,115,Iconic,Men,Bright Red,0,alpha,0.418
WL-00124,Patch Stripe Sweatshirt,SS25,99.99,Sweatshirt,S,284,258,Patch,Women,Petit Four,0,alpha,0.476
N-00075,Patch Stretch Shorts,SS25,66.99,Shorts,XXL,65,5,Patch,Men,Yellow Sunshine,0,alpha,0.071
WS-00156,Box Logo Quilted T-Shirt,SS25,44.99,T-Shirt,M,112,11,Box Logo,Women,Black Beauty,0,alpha,0.089
S-00197,Iconic Half-Zip T-Shirt,FS24,81.99,T-Shirt,XXL,10,56,Iconic,Men,Yellow Sunshine,10,alpha,0.848
W\00052,Slate Shoes,FS24,156.99,Shoes,38,132,322,Slate,Women,Green Lichen,30,numeric,0.709
WS-00157,Morgex Quilted T-Shirt,SS25,57.99,T-Shirt,M,69,21,Morgex,Women,Stone Grey,0,alpha,0.233
V-00043,Wave Swimwear,SS25,74.99,Swimwear,XXL,386,70,Wave,Men,White Whisper,0,alpha,0.154
PS-00082,Geographic Logo Polo,FS24,97.99,Polo,S,63,364,Geographic,Men,Petit Four,20,alpha,0.852
WP-00091,Geographic Logo Pants,FS24,91.99,Pants,S,62,407,Geographic,Women,Stone Grey,20,alpha,0.868
S-00200,Circular Graphic T-Shirt,SS25,83.99,T-Shirt,M,89,35,Circular,Men,Beige Sand,0,alpha,0.282
N-00076,Patch Shorts,SS25,61.99,Shorts,M,90,36,Patch,Men,Old Rose,0,alpha,0.286
PS-00083,Morgex Stretch Polo,SS25,70.99,Polo,S,193,94,Morgex,Men,Stone Grey,0,alpha,0.328
WP-00092,Morgex Stretch Pants,SS25,115.99,Pants,S,128,110,Morgex,Women,Forest Green,0,alpha,0.462
WPS-00074,Iconic Polo,SS25,70.99,Polo,S,81,55,Iconic,Women,Caviar,0,alpha,0.404
L-00140,Iconic Logo Sweatshirt,SS25,119.99,Sweatshirt,XL,84,49,Iconic,Men,Petit Four,0,alpha,0.368
WS-00159,Circular Stripe T-Shirt,FS24,90.99,T-Shirt,XS,11,64,Circular,Women,Burgundy,50,alpha,0.853
WM-00081,Geographic Logo Shirt,SS25,104.99,Shirt,S,488,69,Geographic,Women,Snow White,0,alpha,0.124
WPS-00075,Patch Polo,SS25,80.99,Polo,XS,302,39,Patch,Women,Snow White,0,alpha,0.114
L-00142,Box Logo Heritage Sweatshirt,SS25,124.99,Sweatshirt,M,327,117,Box Logo,Men,Free Blue,0,alpha,0.264
W\00053,Trail Shoes,FS24,100.99,Shoes,40,168,267,Trail,Women,Free Blue,20,numeric,0.614
WL-00126,Tribe Stretch Sweatshirt,SS25,126.99,Sweatshirt,S,373,31,Tribe,Women,Blue Marine,0,alpha,0.077
L-00143,Tribe Print Sweatshirt,FS24,96.99,Sweatshirt,M,75,282,Tribe,Men,Bright White,25,alpha,0.79
N-00077,Geographic Graphic Shorts,SS25,63.99,Shorts,S,103,81,Geographic,Men,Beige Sand,0,alpha,0.44
M-00089,Box Logo Shirt,SS25,144.99,Shirt,XL,282,165,Box Logo,Men,Snow White,0,alpha,0.369
WL-00128,Box Logo Print Sweatshirt,FS24,133.99,Sweatshirt,S,63,210,Box Logo,Women,Burgundy,15,alpha,0.769
PS-00084,Patch Quilted Polo,SS25,72.99,Polo,XL,30,27,Patch,Men,Burgundy,0,alpha,0.474
L-00144,Geographic Quilted Sweatshirt,FS24,149.99,Sweatshirt,S,128,184,Geographic,Men,Caviar,25,alpha,0.59
