name,product_category,collection_family,sex,color,size,price,sell_through,predicted_tier,recommended_discount,discount_reason
Geographic Stripe Sweatshirt,Sweatshirt,Geographic,Men,Burgundy,XXL,161.99,0.488,average,10,Light stimulus — 10% discount
Box Logo Stripe Sweatshirt,Sweatshirt,Box Logo,Women,Grey Melange,XL,99.99,0.491,average,10,Light stimulus — 10% discount
Cresta Shoes,Shoes,Cresta,Women,Caviar,37,202.99,0.491,average,10,Light stimulus — 10% discount
Circular Heritage Pants,Pants,Circular,Men,Yellow Sunshine,XXL,105.99,0.494,average,10,Light stimulus — 10% discount
Morgex T-Shirt,T-Shirt,Morgex,Men,Caviar,XS,70.99,0.498,average,10,Light stimulus — 10% discount
Iconic Stretch Shirt,Shirt,Iconic,Men,Yellow Sunshine,M,149.99,0.498,average,10,Light stimulus — 10% discount
Slate Heritage Shoes,Shoes,Slate,Men,Grey Melange,40,97.99,0.503,average,10,Light stimulus — 10% discount
Circular Half-Zip Pants,Pants,Circular,Men,Caviar,S,91.99,0.507,average,10,Light stimulus — 10% discount
Slate Shoes,Shoes,Slate,Men,Yellow Sunshine,44,135.99,0.508,average,10,Light stimulus — 10% discount
Tribe Quilted Pants,Pants,Tribe,Men,Beige Sand,XL,126.99,0.511,average,10,Light stimulus — 10% discount
Circular Stripe Pants,Pants,Circular,Women,White Whisper,S,92.99,0.511,average,10,Light stimulus — 10% discount
Tribe Stretch Sweatshirt,Sweatshirt,Tribe,Men,White Whisper,XL,105.99,0.511,average,10,Light stimulus — 10% discount
Patch Stripe Pants,Pants,Patch,Men,Forest Green,M,114.99,0.512,average,10,Light stimulus — 10% discount
Morgex Half-Zip Shirt,Shirt,Morgex,Men,Free Blue,XXL,126.99,0.514,average,10,Light stimulus — 10% discount
Box Logo Sweatshirt,Sweatshirt,Box Logo,Women,White Whisper,XXL,152.99,0.515,average,10,Light stimulus — 10% discount
Morgex Graphic Pants,Pants,Morgex,Men,Old Rose,XS,142.99,0.516,average,10,Light stimulus — 10% discount
Geographic Stretch Sweatshirt,Sweatshirt,Geographic,Men,Caviar,M,158.99,0.522,average,10,Light stimulus — 10% discount
Box Logo Print Shoes,Shoes,Box Logo,Men,Bright White,42,97.99,0.525,average,10,Light stimulus — 10% discount
Geographic Stripe Pants,Pants,Geographic,Men,Snow White,M,144.99,0.53,average,10,Light stimulus — 10% discount
Box Logo Print Sweatshirt,Sweatshirt,Box Logo,Men,Yellow Sunshine,M,154.99,0.531,average,10,Light stimulus — 10% discount
Circular Sweatshirt,Sweatshirt,Circular,Men,Caviar,L,98.99,0.532,average,10,Light stimulus — 10% discount
Geographic Quilted T-Shirt,T-Shirt,Geographic,Men,Yellow Sunshine,L,57.99,0.534,average,10,Light stimulus — 10% discount
Slate Logo Shoes,Shoes,Slate,Women,Old Rose,36,197.99,0.536,average,10,Light stimulus — 10% discount
Box Logo Quilted Sweatshirt,Sweatshirt,Box Logo,Men,Caviar,L,139.99,0.536,average,10,Light stimulus — 10% discount
Box Logo Shorts,Shorts,Box Logo,Men,Yellow Sunshine,XL,49.99,0.536,average,10,Light stimulus — 10% discount
Tribe Stripe Pants,Pants,Tribe,Men,Blue Marine,XL,153.99,0.537,average,10,Light stimulus — 10% discount
Morgex Pants,Pants,Morgex,Women,Old Rose,XL,93.99,0.538,average,10,Light stimulus — 10% discount
Box Logo Half-Zip Pants,Pants,Box Logo,Men,Petit Four,XS,149.99,0.54,average,10,Light stimulus — 10% discount
Geographic Quilted Pants,Pants,Geographic,Men,Burgundy,S,93.99,0.54,average,10,Light stimulus — 10% discount
Wave Print Swimwear,Swimwear,Wave,Women,Burgundy,M,50.99,0.543,average,10,Light stimulus — 10% discount
Geographic Stripe Pants,Pants,Geographic,Women,Petit Four,S,148.99,0.544,average,10,Light stimulus — 10% discount
Geographic T-Shirt,T-Shirt,Geographic,Men,Forest Green,S,59.99,0.544,average,10,Light stimulus — 10% discount
Box Logo Graphic Sweatshirt,Sweatshirt,Box Logo,Men,Caviar,XL,137.99,0.545,average,10,Light stimulus — 10% discount
Rainforest Logo Pants,Pants,Rainforest,Men,Petit Four,XL,97.99,0.548,average,10,Light stimulus — 10% discount
Tribe Stretch Shirt,Shirt,Tribe,Women,Free Blue,XS,129.99,0.549,average,10,Light stimulus — 10% discount
Tribe Tote Bag,Accessories,Tribe,Men,Free Blue,One Size,88.99,0.552,average,10,Light stimulus — 10% discount
Cresta Heritage Shoes,Shoes,Cresta,Men,Olive,42,171.99,0.568,average,10,Light stimulus — 10% discount
Tribe Quilted Shorts,Shorts,Tribe,Men,Free Blue,XXL,86.99,0.585,average,10,Light stimulus — 10% discount
Cresta Print Shoes,Shoes,Cresta,Men,Green Lichen,45,195.99,0.59,average,10,Light stimulus — 10% discount
Cresta Graphic Shoes,Shoes,Cresta,Men,Bright White,45,167.99,0.611,average,10,Light stimulus — 10% discount
Trail Stripe Shoes,Shoes,Trail,Men,Free Blue,44,183.99,0.637,average,10,Light stimulus — 10% discount
Cresta Graphic Shoes,Shoes,Cresta,Women,Caviar,42,94.99,0.742,average,10,Light stimulus — 10% discount
Tribe Stretch T-Shirt,T-Shirt,Tribe,Women,Free Blue,XXL,77.99,0.951,average,10,Light stimulus — 10% discount
Box Logo Print Pants,Pants,Box Logo,Men,Stone Grey,L,97.99,0.55,fast_mover,0,Restock — no discount needed
Patch Stretch Shirt,Shirt,Patch,Women,Bright Red,L,111.99,0.552,fast_mover,0,Restock — no discount needed
Cresta Half-Zip Shoes,Shoes,Cresta,Men,Blue Marine,43,167.99,0.553,fast_mover,0,Restock — no discount needed
Iconic Heritage Polo,Polo,Iconic,Women,Stone Grey,XL,71.99,0.554,fast_mover,0,Restock — no discount needed
Circular Shirt,Shirt,Circular,Women,Blue Marine,M,138.99,0.554,fast_mover,0,Restock — no discount needed
Morgex Pants,Pants,Morgex,Women,Green Lichen,M,117.99,0.555,fast_mover,0,Restock — no discount needed
Box Logo Print T-Shirt,T-Shirt,Box Logo,Men,Pale Mint,L,89.99,0.556,fast_mover,0,Restock — no discount needed
Box Logo Stretch Pants,Pants,Box Logo,Men,Olive,L,156.99,0.556,fast_mover,0,Restock — no discount needed
Patch Half-Zip Pants,Pants,Patch,Men,Caviar,M,147.99,0.557,fast_mover,0,Restock — no discount needed
Tribe Heritage Shirt,Shirt,Tribe,Men,Petit Four,L,111.99,0.557,fast_mover,0,Restock — no discount needed
Geographic Logo Shirt,Shirt,Geographic,Men,Stone Grey,XXL,119.99,0.558,fast_mover,0,Restock — no discount needed
Rainforest Stripe Pants,Pants,Rainforest,Men,Pale Mint,XL,159.99,0.558,fast_mover,0,Restock — no discount needed
Rainforest Half-Zip Polo,Polo,Rainforest,Men,Orange Tangerine,S,86.99,0.558,fast_mover,0,Restock — no discount needed
Box Logo Logo Shoes,Shoes,Box Logo,Men,Burgundy,45,195.99,0.558,fast_mover,0,Restock — no discount needed
Rainforest Graphic Sweatshirt,Sweatshirt,Rainforest,Men,Old Rose,XL,165.99,0.559,fast_mover,0,Restock — no discount needed
Iconic Gloves,Accessories,Iconic,Men,Old Rose,One Size,32.99,0.56,fast_mover,0,Restock — no discount needed
Morgex Socks,Accessories,Morgex,Men,Caviar,M,32.99,0.56,fast_mover,0,Restock — no discount needed
Patch Logo Shorts,Shorts,Patch,Women,Forest Green,XL,57.99,0.56,fast_mover,0,Restock — no discount needed
Geographic Stretch T-Shirt,T-Shirt,Geographic,Men,Navy,S,59.99,0.56,fast_mover,0,Restock — no discount needed
Rainforest Graphic Pants,Pants,Rainforest,Women,Snow White,L,129.99,0.561,fast_mover,0,Restock — no discount needed
Tribe Stretch Shirt,Shirt,Tribe,Men,Khaki,L,89.99,0.561,fast_mover,0,Restock — no discount needed
Patch Gloves,Accessories,Patch,Men,Orange Tangerine,M,91.99,0.562,fast_mover,0,Restock — no discount needed
Rainforest Quilted T-Shirt,T-Shirt,Rainforest,Women,Blue Marine,L,92.99,0.562,fast_mover,0,Restock — no discount needed
Box Logo Heritage Pants,Pants,Box Logo,Women,Snow White,XS,98.99,0.562,fast_mover,0,Restock — no discount needed
Trail Stretch Shoes,Shoes,Trail,Women,Caviar,36,121.99,0.562,fast_mover,0,Restock — no discount needed
Tribe T-Shirt,T-Shirt,Tribe,Women,Forest Green,S,39.99,0.563,fast_mover,0,Restock — no discount needed
Rainforest Logo Shirt,Shirt,Rainforest,Women,Bright White,S,90.99,0.564,fast_mover,0,Restock — no discount needed
Geographic Stripe Shirt,Shirt,Geographic,Men,Burgundy,XL,100.99,0.564,fast_mover,0,Restock — no discount needed
Morgex Socks,Accessories,Morgex,Men,Bright White,L,51.99,0.565,fast_mover,0,Restock — no discount needed
Box Logo Logo Pants,Pants,Box Logo,Women,Burgundy,XXL,120.99,0.565,fast_mover,0,Restock — no discount needed
Wave Quilted Swimwear,Swimwear,Wave,Women,Free Blue,XXL,48.99,0.565,fast_mover,0,Restock — no discount needed
Box Logo Graphic Swimwear,Swimwear,Box Logo,Men,Olive,M,59.99,0.567,fast_mover,0,Restock — no discount needed
Trail Logo Shoes,Shoes,Trail,Women,Blue Marine,37,116.99,0.568,fast_mover,0,Restock — no discount needed
Trail Logo Shoes,Shoes,Trail,Men,Black Beauty,44,167.99,0.568,fast_mover,0,Restock — no discount needed
Morgex Logo T-Shirt,T-Shirt,Morgex,Men,Black Beauty,XS,81.99,0.57,fast_mover,0,Restock — no discount needed
Tribe Graphic Shorts,Shorts,Tribe,Women,Snow White,S,94.99,0.57,fast_mover,0,Restock — no discount needed
Tribe Stretch T-Shirt,T-Shirt,Tribe,Men,Burgundy,XS,91.99,0.57,fast_mover,0,Restock — no discount needed
Morgex Half-Zip T-Shirt,T-Shirt,Morgex,Women,Navy,XXL,44.99,0.57,fast_mover,0,Restock — no discount needed
Circular Print T-Shirt,T-Shirt,Circular,Women,Grey Melange,XS,62.99,0.571,fast_mover,0,Restock — no discount needed
Rainforest Shirt,Shirt,Rainforest,Men,Free Blue,XS,126.99,0.571,fast_mover,0,Restock — no discount needed
Patch Half-Zip T-Shirt,T-Shirt,Patch,Women,Navy,S,43.99,0.571,fast_mover,0,Restock — no discount needed
Rainforest Quilted T-Shirt,T-Shirt,Rainforest,Men,Khaki,XXL,90.99,0.571,fast_mover,0,Restock — no discount needed
Sun-Lover Logo Swimwear,Swimwear,Sun-Lover,Women,Bright White,XS,80.99,0.572,fast_mover,0,Restock — no discount needed
Circular Stretch Polo,Polo,Circular,Women,Stone Grey,S,101.99,0.573,fast_mover,0,Restock — no discount needed
Tribe Quilted T-Shirt,T-Shirt,Tribe,Men,Grey Melange,XL,55.99,0.574,fast_mover,0,Restock — no discount needed
Patch Quilted T-Shirt,T-Shirt,Patch,Women,Navy,XL,71.99,0.574,fast_mover,0,Restock — no discount needed
Box Logo Quilted Swimwear,Swimwear,Box Logo,Women,Snow White,XXL,78.99,0.574,fast_mover,0,Restock — no discount needed
Rainforest Graphic Pants,Pants,Rainforest,Men,Free Blue,XXL,91.99,0.575,fast_mover,0,Restock — no discount needed
Box Logo Quilted T-Shirt,T-Shirt,Box Logo,Women,Caviar,S,87.99,0.575,fast_mover,0,Restock — no discount needed
Iconic Backpack,Accessories,Iconic,Men,White Whisper,One Size,21.99,0.578,fast_mover,0,Restock — no discount needed
Circular Graphic Sweatshirt,Sweatshirt,Circular,Women,Yellow Sunshine,S,130.99,0.579,fast_mover,0,Restock — no discount needed
Morgex Quilted Pants,Pants,Morgex,Women,Caviar,XXL,95.99,0.579,fast_mover,0,Restock — no discount needed
Rainforest Shorts,Shorts,Rainforest,Men,Pale Mint,XS,79.99,0.579,fast_mover,0,Restock — no discount needed
Circular Bucket Hat,Accessories,Circular,Men,Khaki,One Size,113.99,0.579,fast_mover,0,Restock — no discount needed
Rainforest Logo Sweatshirt,Sweatshirt,Rainforest,Men,Bright White,M,94.99,0.58,fast_mover,0,Restock — no discount needed
Rainforest Quilted Shirt,Shirt,Rainforest,Women,Blue Marine,S,136.99,0.581,fast_mover,0,Restock — no discount needed
Iconic Stretch Pants,Pants,Iconic,Women,Orange Tangerine,M,96.99,0.581,fast_mover,0,Restock — no discount needed
Morgex Half-Zip Polo,Polo,Morgex,Women,White Whisper,XXL,73.99,0.581,fast_mover,0,Restock — no discount needed
Rainforest Shirt,Shirt,Rainforest,Men,Orange Tangerine,XL,118.99,0.582,fast_mover,0,Restock — no discount needed
Rainforest Graphic Pants,Pants,Rainforest,Women,Free Blue,M,144.99,0.582,fast_mover,0,Restock — no discount needed
Tribe Print Shirt,Shirt,Tribe,Men,Grey Melange,M,123.99,0.582,fast_mover,0,Restock — no discount needed
Tribe Graphic Polo,Polo,Tribe,Women,Navy,XXL,76.99,0.583,fast_mover,0,Restock — no discount needed
Patch Stripe Shorts,Shorts,Patch,Women,Green Lichen,XS,84.99,0.584,fast_mover,0,Restock — no discount needed
Tribe Stretch Sweatshirt,Sweatshirt,Tribe,Men,Navy,M,124.99,0.584,fast_mover,0,Restock — no discount needed
Tribe Quilted Shorts,Shorts,Tribe,Men,Khaki,XL,55.99,0.586,fast_mover,0,Restock — no discount needed
Iconic Sweatshirt,Sweatshirt,Iconic,Men,White Whisper,XXL,113.99,0.586,fast_mover,0,Restock — no discount needed
Tribe Sweatshirt,Sweatshirt,Tribe,Women,Navy,XL,136.99,0.587,fast_mover,0,Restock — no discount needed
Tribe Logo Sweatshirt,Sweatshirt,Tribe,Men,Grey Melange,S,124.99,0.587,fast_mover,0,Restock — no discount needed
Iconic Stripe Shirt,Shirt,Iconic,Men,Black Beauty,S,124.99,0.588,fast_mover,0,Restock — no discount needed
Tribe Stretch Pants,Pants,Tribe,Men,Burgundy,S,130.99,0.588,fast_mover,0,Restock — no discount needed
Cresta Stripe Shoes,Shoes,Cresta,Men,Petit Four,42,203.99,0.589,fast_mover,0,Restock — no discount needed
Cresta Shoes,Shoes,Cresta,Men,Olive,44,91.99,0.589,fast_mover,0,Restock — no discount needed
Tribe Stretch Sweatshirt,Sweatshirt,Tribe,Women,Yellow Sunshine,L,156.99,0.589,fast_mover,0,Restock — no discount needed
Box Logo Stretch Sweatshirt,Sweatshirt,Box Logo,Women,Grey Melange,S,121.99,0.59,fast_mover,0,Restock — no discount needed
Geographic Quilted Sweatshirt,Sweatshirt,Geographic,Men,Caviar,S,149.99,0.59,fast_mover,0,Restock — no discount needed
Patch Sweatshirt,Sweatshirt,Patch,Men,Stone Grey,XXL,165.99,0.591,fast_mover,0,Restock — no discount needed
Geographic Half-Zip Shorts,Shorts,Geographic,Women,Forest Green,S,70.99,0.591,fast_mover,0,Restock — no discount needed
Geographic Stripe T-Shirt,T-Shirt,Geographic,Women,Burgundy,L,69.99,0.592,fast_mover,0,Restock — no discount needed
Circular Heritage Sweatshirt,Sweatshirt,Circular,Men,Yellow Sunshine,M,159.99,0.592,fast_mover,0,Restock — no discount needed
Box Logo Half-Zip Pants,Pants,Box Logo,Men,Free Blue,XL,114.99,0.592,fast_mover,0,Restock — no discount needed
Patch Quilted T-Shirt,T-Shirt,Patch,Women,Caviar,XS,36.99,0.593,fast_mover,0,Restock — no discount needed
Iconic Graphic Sweatshirt,Sweatshirt,Iconic,Women,Beige Sand,L,116.99,0.593,fast_mover,0,Restock — no discount needed
Box Logo Stripe Shirt,Shirt,Box Logo,Men,Free Blue,XL,140.99,0.593,fast_mover,0,Restock — no discount needed
Tribe Sweatshirt,Sweatshirt,Tribe,Women,Yellow Sunshine,S,108.99,0.595,fast_mover,0,Restock — no discount needed
Sun-Lover Stripe Swimwear,Swimwear,Sun-Lover,Women,Yellow Sunshine,M,55.99,0.595,fast_mover,0,Restock — no discount needed
Tribe Belt,Accessories,Tribe,Men,Green Lichen,One Size,60.99,0.595,fast_mover,0,Restock — no discount needed
Iconic Logo Sweatshirt,Sweatshirt,Iconic,Men,Stone Grey,S,145.99,0.595,fast_mover,0,Restock — no discount needed
Box Logo Stretch Shorts,Shorts,Box Logo,Women,Burgundy,XL,72.99,0.595,fast_mover,0,Restock — no discount needed
Sun-Lover Stripe Swimwear,Swimwear,Sun-Lover,Men,Snow White,S,77.99,0.595,fast_mover,0,Restock — no discount needed
Circular Print Sweatshirt,Sweatshirt,Circular,Women,Snow White,XXL,110.99,0.596,fast_mover,0,Restock — no discount needed
Morgex Half-Zip Shirt,Shirt,Morgex,Men,Pale Mint,M,120.99,0.596,fast_mover,0,Restock — no discount needed
Tribe Heritage T-Shirt,T-Shirt,Tribe,Men,Green Lichen,XL,36.99,0.596,fast_mover,0,Restock — no discount needed
Morgex Print T-Shirt,T-Shirt,Morgex,Men,Yellow Sunshine,XXL,71.99,0.596,fast_mover,0,Restock — no discount needed
Patch Heritage Sweatshirt,Sweatshirt,Patch,Men,Free Blue,S,156.99,0.596,fast_mover,0,Restock — no discount needed
Morgex Print Sweatshirt,Sweatshirt,Morgex,Men,Stone Grey,XS,169.99,0.597,fast_mover,0,Restock — no discount needed
Tribe Stripe Pants,Pants,Tribe,Men,Green Lichen,S,149.99,0.597,fast_mover,0,Restock — no discount needed
Geographic Graphic Shirt,Shirt,Geographic,Women,Yellow Sunshine,M,135.99,0.597,fast_mover,0,Restock — no discount needed
Cresta Quilted Shoes,Shoes,Cresta,Men,Olive,41,126.99,0.598,fast_mover,0,Restock — no discount needed
Rainforest Graphic Polo,Polo,Rainforest,Women,Navy,XS,66.99,0.599,fast_mover,0,Restock — no discount needed
Patch Stretch Pants,Pants,Patch,Women,Yellow Sunshine,XS,136.99,0.599,fast_mover,0,Restock — no discount needed
Tribe Stripe Shorts,Shorts,Tribe,Women,Snow White,XXL,92.99,0.599,fast_mover,0,Restock — no discount needed
Iconic Polo,Polo,Iconic,Men,Navy,XS,109.99,0.6,fast_mover,0,Restock — no discount needed
Box Logo Quilted T-Shirt,T-Shirt,Box Logo,Men,Snow White,L,52.99,0.6,fast_mover,0,Restock — no discount needed
Circular Stripe Shirt,Shirt,Circular,Women,Burgundy,L,139.99,0.6,fast_mover,0,Restock — no discount needed
Cresta Heritage Shoes,Shoes,Cresta,Women,Snow White,41,208.99,0.601,fast_mover,0,Restock — no discount needed
Iconic Polo,Polo,Iconic,Men,Old Rose,M,106.99,0.601,fast_mover,0,Restock — no discount needed
Rainforest Heritage Shorts,Shorts,Rainforest,Women,White Whisper,XXL,49.99,0.601,fast_mover,0,Restock — no discount needed
Morgex Scarf,Accessories,Morgex,Men,Navy,One Size,82.99,0.603,fast_mover,0,Restock — no discount needed
Wave Logo Swimwear,Swimwear,Wave,Women,Free Blue,XS,44.99,0.603,fast_mover,0,Restock — no discount needed
Slate Logo Shoes,Shoes,Slate,Men,Orange Tangerine,43,136.99,0.605,fast_mover,0,Restock — no discount needed
Tribe Stripe Shirt,Shirt,Tribe,Women,Burgundy,M,105.99,0.605,fast_mover,0,Restock — no discount needed
Cresta Print Shoes,Shoes,Cresta,Women,Blue Marine,39,198.99,0.606,fast_mover,0,Restock — no discount needed
Patch Heritage T-Shirt,T-Shirt,Patch,Women,Burgundy,XS,54.99,0.606,fast_mover,0,Restock — no discount needed
Patch Stripe T-Shirt,T-Shirt,Patch,Men,Forest Green,L,85.99,0.606,fast_mover,0,Restock — no discount needed
Slate Shoes,Shoes,Slate,Men,Beige Sand,45,147.99,0.608,fast_mover,0,Restock — no discount needed
Geographic Half-Zip Sweatshirt,Sweatshirt,Geographic,Women,Burgundy,XS,110.99,0.608,fast_mover,0,Restock — no discount needed
Box Logo Stripe Shoes,Shoes,Box Logo,Women,Snow White,42,182.99,0.608,fast_mover,0,Restock — no discount needed
Box Logo Swimwear,Swimwear,Box Logo,Men,Snow White,XS,56.99,0.608,fast_mover,0,Restock — no discount needed
Geographic Stripe Shorts,Shorts,Geographic,Men,Olive,XS,56.99,0.608,fast_mover,0,Restock — no discount needed
Circular Scarf,Accessories,Circular,Women,Free Blue,One Size,80.99,0.609,fast_mover,0,Restock — no discount needed
Iconic Graphic Shirt,Shirt,Iconic,Women,Olive,XS,134.99,0.609,fast_mover,0,Restock — no discount needed
Tribe Print Sweatshirt,Sweatshirt,Tribe,Women,Yellow Sunshine,L,119.99,0.612,fast_mover,0,Restock — no discount needed
Tribe Stripe T-Shirt,T-Shirt,Tribe,Women,Blue Marine,XL,61.99,0.612,fast_mover,0,Restock — no discount needed
Box Logo Heritage Sweatshirt,Sweatshirt,Box Logo,Women,Bright Red,XS,168.99,0.612,fast_mover,0,Restock — no discount needed
Circular Stripe Sweatshirt,Sweatshirt,Circular,Men,Khaki,L,156.99,0.612,fast_mover,0,Restock — no discount needed
Morgex Shorts,Shorts,Morgex,Men,Black Beauty,S,55.99,0.613,fast_mover,0,Restock — no discount needed
Iconic Logo Sweatshirt,Sweatshirt,Iconic,Men,Grey Melange,XXL,99.99,0.613,fast_mover,0,Restock — no discount needed
Trail Graphic Shoes,Shoes,Trail,Men,Snow White,46,145.99,0.613,fast_mover,0,Restock — no discount needed
Slate Stripe Shoes,Shoes,Slate,Men,White Whisper,45,185.99,0.613,fast_mover,0,Restock — no discount needed
Box Logo Half-Zip Sweatshirt,Sweatshirt,Box Logo,Men,Pale Mint,XL,110.99,0.614,fast_mover,0,Restock — no discount needed
Rainforest Half-Zip Sweatshirt,Sweatshirt,Rainforest,Men,Forest Green,XS,163.99,0.614,fast_mover,0,Restock — no discount needed
Trail Shoes,Shoes,Trail,Women,Free Blue,40,100.99,0.614,fast_mover,0,Restock — no discount needed
Patch Stretch Sweatshirt,Sweatshirt,Patch,Men,White Whisper,XXL,113.99,0.614,fast_mover,0,Restock — no discount needed
Rainforest Print T-Shirt,T-Shirt,Rainforest,Women,Navy,XXL,84.99,0.615,fast_mover,0,Restock — no discount needed
Iconic Print Polo,Polo,Iconic,Women,Burgundy,S,82.99,0.615,fast_mover,0,Restock — no discount needed
Tribe Stripe Shorts,Shorts,Tribe,Men,Black Beauty,XL,76.99,0.617,fast_mover,0,Restock — no discount needed
Rainforest Heritage Shorts,Shorts,Rainforest,Women,Burgundy,L,80.99,0.617,fast_mover,0,Restock — no discount needed
Geographic Half-Zip Pants,Pants,Geographic,Men,Caviar,S,131.99,0.617,fast_mover,0,Restock — no discount needed
Iconic Sweatshirt,Sweatshirt,Iconic,Men,Caviar,L,105.99,0.617,fast_mover,0,Restock — no discount needed
Trail Shoes,Shoes,Trail,Men,Black Beauty,46,198.99,0.617,fast_mover,0,Restock — no discount needed
Circular Stretch Pants,Pants,Circular,Men,Bright White,S,140.99,0.617,fast_mover,0,Restock — no discount needed
Circular Half-Zip Shirt,Shirt,Circular,Women,Orange Tangerine,M,95.99,0.617,fast_mover,0,Restock — no discount needed
Circular Heritage Shirt,Shirt,Circular,Women,Orange Tangerine,L,96.99,0.619,fast_mover,0,Restock — no discount needed
Circular Heritage Pants,Pants,Circular,Men,Khaki,M,155.99,0.62,fast_mover,0,Restock — no discount needed
Trail Shoes,Shoes,Trail,Women,Pale Mint,41,184.99,0.62,fast_mover,0,Restock — no discount needed
Box Logo Print Shorts,Shorts,Box Logo,Men,Bright White,M,92.99,0.62,fast_mover,0,Restock — no discount needed
Rainforest Graphic T-Shirt,T-Shirt,Rainforest,Men,Stone Grey,S,52.99,0.621,fast_mover,0,Restock — no discount needed
Tribe Print Shirt,Shirt,Tribe,Women,Olive,XXL,125.99,0.621,fast_mover,0,Restock — no discount needed
Morgex Logo T-Shirt,T-Shirt,Morgex,Women,Yellow Sunshine,L,93.99,0.622,fast_mover,0,Restock — no discount needed
Geographic Heritage Shirt,Shirt,Geographic,Men,Khaki,S,111.99,0.623,fast_mover,0,Restock — no discount needed
Trail Shoes,Shoes,Trail,Men,Bright Red,42,145.99,0.623,fast_mover,0,Restock — no discount needed
Box Logo Graphic Sweatshirt,Sweatshirt,Box Logo,Men,Bright White,L,99.99,0.623,fast_mover,0,Restock — no discount needed
Box Logo Logo Shirt,Shirt,Box Logo,Women,Khaki,XS,146.99,0.624,fast_mover,0,Restock — no discount needed
Box Logo Stretch Swimwear,Swimwear,Box Logo,Men,Blue Marine,L,82.99,0.624,fast_mover,0,Restock — no discount needed
Geographic Half-Zip T-Shirt,T-Shirt,Geographic,Women,Black Beauty,XS,63.99,0.624,fast_mover,0,Restock — no discount needed
Cresta Logo Shoes,Shoes,Cresta,Men,White Whisper,44,156.99,0.624,fast_mover,0,Restock — no discount needed
Morgex Print Sweatshirt,Sweatshirt,Morgex,Men,Pale Mint,L,164.99,0.625,fast_mover,0,Restock — no discount needed
Box Logo Logo Polo,Polo,Box Logo,Women,Khaki,XXL,76.99,0.626,fast_mover,0,Restock — no discount needed
Patch Graphic Shirt,Shirt,Patch,Men,Caviar,XS,105.99,0.626,fast_mover,0,Restock — no discount needed
Iconic Stripe T-Shirt,T-Shirt,Iconic,Men,Green Lichen,XXL,52.99,0.626,fast_mover,0,Restock — no discount needed
Patch Print Sweatshirt,Sweatshirt,Patch,Women,Khaki,M,97.99,0.626,fast_mover,0,Restock — no discount needed
Morgex Sweatshirt,Sweatshirt,Morgex,Women,Bright White,L,164.99,0.626,fast_mover,0,Restock — no discount needed
Rainforest Logo Sweatshirt,Sweatshirt,Rainforest,Men,Bright White,XL,146.99,0.626,fast_mover,0,Restock — no discount needed
Patch Bucket Hat,Accessories,Patch,Women,Beige Sand,One Size,84.99,0.627,fast_mover,0,Restock — no discount needed
Box Logo Graphic Shorts,Shorts,Box Logo,Men,Orange Tangerine,L,85.99,0.627,fast_mover,0,Restock — no discount needed
Patch Print Shorts,Shorts,Patch,Women,Navy,XL,59.99,0.627,fast_mover,0,Restock — no discount needed
Patch Heritage Polo,Polo,Patch,Men,Beige Sand,XL,96.99,0.627,fast_mover,0,Restock — no discount needed
Iconic Stripe Shirt,Shirt,Iconic,Women,Burgundy,L,149.99,0.627,fast_mover,0,Restock — no discount needed
Box Logo Stripe T-Shirt,T-Shirt,Box Logo,Women,White Whisper,S,45.99,0.627,fast_mover,0,Restock — no discount needed
Geographic Stripe T-Shirt,T-Shirt,Geographic,Women,Stone Grey,S,70.99,0.628,fast_mover,0,Restock — no discount needed
Iconic Heritage Pants,Pants,Iconic,Men,Bright Red,XXL,105.99,0.628,fast_mover,0,Restock — no discount needed
Morgex Graphic Pants,Pants,Morgex,Women,Stone Grey,M,140.99,0.629,fast_mover,0,Restock — no discount needed
Morgex Logo Polo,Polo,Morgex,Women,Grey Melange,S,75.99,0.629,fast_mover,0,Restock — no discount needed
Morgex Stripe Shirt,Shirt,Morgex,Women,Petit Four,M,104.99,0.629,fast_mover,0,Restock — no discount needed
Box Logo Stretch Pants,Pants,Box Logo,Men,Grey Melange,M,132.99,0.63,fast_mover,0,Restock — no discount needed
Morgex Print Shirt,Shirt,Morgex,Men,White Whisper,XL,121.99,0.63,fast_mover,0,Restock — no discount needed
Box Logo Sweatshirt,Sweatshirt,Box Logo,Men,Snow White,S,119.99,0.63,fast_mover,0,Restock — no discount needed
Patch Shorts,Shorts,Patch,Women,Orange Tangerine,XL,58.99,0.63,fast_mover,0,Restock — no discount needed
Patch Half-Zip Shirt,Shirt,Patch,Men,Green Lichen,XS,140.99,0.63,fast_mover,0,Restock — no discount needed
Rainforest Graphic Polo,Polo,Rainforest,Women,Bright White,XXL,95.99,0.632,fast_mover,0,Restock — no discount needed
Morgex Half-Zip Shorts,Shorts,Morgex,Men,Blue Marine,XL,68.99,0.633,fast_mover,0,Restock — no discount needed
Patch T-Shirt,T-Shirt,Patch,Women,Bright White,M,58.99,0.634,fast_mover,0,Restock — no discount needed
Iconic Graphic T-Shirt,T-Shirt,Iconic,Men,Khaki,S,73.99,0.635,fast_mover,0,Restock — no discount needed
Morgex Graphic Sweatshirt,Sweatshirt,Morgex,Women,Old Rose,XS,132.99,0.635,fast_mover,0,Restock — no discount needed
